allele_name	gene_family	consensus_gene_name	consensus_product	threshold	alleles_at_maximum_threshold	number_genomes	average_dose	min_dose	max_dose	genomes_containing_fissions	genomes_containing_duplications	number_fission_loci	number_duplicated_loci	no_loci	products	gene_names	min_length(bp)	max_length(bp)	average_length(bp)	cluster	cluster_order	pQBR127	pQBR132	pQBR28	pQBR53	pQBR55	pQBR55R	pQG3rel01	pQG3rel02	pQG3rel03	pQG3rel04	pQG3rel05	pQG3rel06
g0509_0006	g0509	NA	hypothetical protein	98	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	309	309	309.00	103	9									pQG3rel03_00008	pQG3rel04_00008		
g0526_0006	g0526	NA	DUF2218 domain-containing protein	98	1	2	1	1	1	0	0	0	0	2	DUF2218 domain-containing protein(2)	NA(2)	288	288	288.00	103	10									pQG3rel03_00007	pQG3rel04_00007		
g0636_0006	g0636	NA	hypothetical protein	98	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	168	168	168.00	103	11									pQG3rel03_00006	pQG3rel04_00006		
g0170_2_0007	g0170_2	NA	hypothetical protein	98	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	315	315	315.00	103	12									pQG3rel03_00005	pQG3rel04_00005		
g0612_0006	g0612	traN	TraN protein	98	1	2	1	1	1	0	0	0	0	2	TraN protein(2)	traN(2)	192	192	192.00	104	1								pQG3rel02_00165				pQG3rel06_00177
g0610_0006	g0610	NA	hypothetical protein	98	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	195	195	195.00	104	2								pQG3rel02_00164				pQG3rel06_00176
g0472_0006	g0472	NA	DUF551 domain-containing protein	98	1	2	1	1	1	0	0	0	0	2	DUF551 domain-containing protein(2)	NA(2)	348	348	348.00	104	3								pQG3rel02_00162				pQG3rel06_00175
g0616_0006	g0616	NA	Transposase	98	1	2	1	1	1	0	0	0	0	2	Transposase(2)	NA(2)	189	189	189.00	104	4								pQG3rel02_00161				pQG3rel06_00174
g0629_0006	g0629	NA	hypothetical protein	98	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	174	174	174.00	104	5								pQG3rel02_00160				pQG3rel06_00173
g0180_0002	g0180	NA	Ribonuclease Z	70	2	2	1	1	1	0	0	0	0	2	Ribonuclease Z(2)	NA(2)	336	336	336.00	104	6		pQBR132_00142										pQG3rel06_00172
g0617_0006	g0617	NA	Myo-inositol-1(Or 4)-monophosphatase	98	1	2	1	1	1	0	0	0	0	2	Myo-inositol-1(Or 4)-monophosphatase(2)	NA(2)	189	189	189.00	105	1	pQBR127_00120		pQBR28_00119									
g0552_0006	g0552	NA	Transcriptional regulator	98	1	2	1	1	1	0	0	0	0	2	Transcriptional regulator(2)	NA(2)	264	264	264.00	105	2	pQBR127_00121		pQBR28_00120									
g0534_0006	g0534	NA	Methyl-accepting chemotaxis protein	98	1	2	1	1	1	0	0	0	0	2	Methyl-accepting chemotaxis protein(2)	NA(2)	279	279	279.00	105	3	pQBR127_00122		pQBR28_00121									
g0558_0006	g0558	NA	50S ribosomal protein L11 methyltransferase	98	1	2	1	1	1	0	0	0	0	2	50S ribosomal protein L11 methyltransferase(2)	NA(2)	258	258	258.00	105	4	pQBR127_00123		pQBR28_00122									
g0545_0006	g0545	NA	hypothetical protein	98	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	270	270	270.00	106	1									pQG3rel03_00125	pQG3rel04_00132		
g0572_0006	g0572	NA	hypothetical protein	98	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	249	249	249.00	106	2									pQG3rel03_00124	pQG3rel04_00131		
g0626_0006	g0626	NA	hypothetical protein	98	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	177	177	177.00	106	3									pQG3rel03_00122	pQG3rel04_00129		
g0511_0006	g0511	NA	Transposase	98	1	2	1	1	1	0	0	0	0	2	Transposase(2)	NA(2)	306	306	306.00	107	1								pQG3rel02_00172				pQG3rel06_00184
g0548_0006	g0548	NA	BACK domain-containing protein	98	1	2	1	1	1	0	0	0	0	2	BACK domain-containing protein(2)	NA(2)	267	267	267.00	107	2								pQG3rel02_00173				pQG3rel06_00185
g0594_0006	g0594	NA	AcidPPc domain-containing protein	98	1	2	1	1	1	0	0	0	0	2	AcidPPc domain-containing protein(2)	NA(2)	225	225	225.00	107	3								pQG3rel02_00174				pQG3rel06_00186
g0182	g0182	insE	Transposase	50	2	2	1	1	1	0	0	0	0	2	Transposase(1):Transposase InsE and inactivated derivatives(1)	NA(1):insE(1)	333	333	333.00	108	1							pQG3rel01_00193					pQG3rel06_00189
g0175_0003	g0175	tnpB	IS66 family insertion sequence element accessory protein TnpB	80	2	2	1	1	1	0	0	0	0	2	IS66 family insertion sequence element accessory protein TnpB(2)	tnpB(2)	336	357	346.50	108	2							pQG3rel01_00192					pQG3rel06_00190
g0112_0002	g0112	NA	IS66 family transposase	70	3	2	1	1	1	1	0	1	0	2	IS66 family transposase(2):DDE-Tnp-IS66 domain-containing protein(1)	NA(3)	456	1593	1002.00	108	3							(pQG3rel01_00185:pQG3rel01_00189)					pQG3rel06_00191
g0564_0006	g0564	NA	DUF2157 domain-containing protein	98	1	2	1	1	1	0	0	0	0	2	DUF2157 domain-containing protein(2)	NA(2)	255	255	255.00	109	1								pQG3rel02_00168				pQG3rel06_00180
g0528_0006	g0528	NA	Zinc-finger	98	1	2	1	1	1	0	0	0	0	2	Zinc-finger(2)	NA(2)	285	285	285.00	109	2								pQG3rel02_00169				pQG3rel06_00181
g0384_0006	g0384	NA	hypothetical protein	98	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	528	528	528.00	109	3								pQG3rel02_00170				pQG3rel06_00182
g0527_0006	g0527	yagG	Symporter YagG	98	1	2	1	1	1	0	0	0	0	2	Symporter YagG(2)	yagG(2)	288	288	288.00	110	1									pQG3rel03_00084	pQG3rel04_00088		
g0372_0006	g0372	NA	Lipoprotein	98	1	2	1	1	1	0	0	0	0	2	Lipoprotein(2)	NA(2)	591	591	591.00	110	2									pQG3rel03_00085	pQG3rel04_00089		
g0201_0004	g0201	NA	Transcriptional regulator	90	2	2	1	1	1	0	0	0	0	2	Transcriptional regulator(2)	NA(2)	195	195	195.00	111	1								pQG3rel02_00010				pQG3rel06_00011
g0169_0004	g0169	NA	N-acetyltransferase	90	2	2	1	1	1	0	0	0	0	2	N-acetyltransferase(2)	NA(2)	477	477	477.00	111	2								pQG3rel02_00011				pQG3rel06_00012
g0173_0005	g0173	NA	DUF5056 domain-containing protein	95	2	2	1	1	1	0	0	0	0	2	DUF5056 domain-containing protein(2)	NA(2)	405	405	405.00	112	1		pQBR132_00160	pQBR28_00149									
g0490_0006	g0490	NA	DUF6388 domain-containing protein	98	1	2	1	1	1	0	0	0	0	2	DUF6388 domain-containing protein(2)	NA(2)	327	327	327.00	112	2		pQBR132_00161	pQBR28_00150									
g0589_0006	g0589	NA	SpoVT-AbrB domain-containing protein	98	1	2	1	1	1	0	0	0	0	2	SpoVT-AbrB domain-containing protein(2)	NA(2)	231	231	231.00	113	1								pQG3rel02_00207				pQG3rel06_00223
g0457_0006	g0457	vapC	Ribonuclease/mRNA interferase VapC%2C contains PIN domain	98	1	2	1	1	1	0	0	0	0	2	Ribonuclease/mRNA interferase VapC%2C contains PIN domain(2)	vapC(2)	372	372	372.00	113	2								pQG3rel02_00208				pQG3rel06_00224
g0451_0006	g0451	NA	helix-turn-helix transcriptional regulator	98	1	2	1	1	1	0	0	0	0	2	helix-turn-helix transcriptional regulator(2)	NA(2)	381	381	381.00	114	1								pQG3rel02_00198				pQG3rel06_00214
g0583_0006	g0583	NA	hypothetical protein	98	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	237	237	237.00	115	1									pQG3rel03_00157	pQG3rel04_00165		
g0542_0006	g0542	NA	hypothetical protein	98	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	273	273	273.00	116	1	pQBR127_00117		pQBR28_00116									
g0162_0003	g0162	NA	DUF4194 domain-containing protein	80	2	2	1	1	1	0	0	0	0	2	DUF4194 domain-containing protein(2)	NA(2)	564	573	568.50	117	1							pQG3rel01_00079				pQG3rel05_00073	
g0195_0002	g0195	NA	Cytidine deaminase	70	2	2	1	1	1	0	0	0	0	2	Cytidine deaminase(2)	NA(2)	225	231	228.00	118	1								pQG3rel02_00018			pQG3rel05_00008	
g0479_0006	g0479	NA	hypothetical protein	98	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	336	336	336.00	119	1								pQG3rel02_00108			pQG3rel05_00099	
g0611_0006	g0611	NA	hypothetical protein	98	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	195	195	195.00	120	1									pQG3rel03_00081	pQG3rel04_00085		
g0185_0003	g0185	tnp	Transposase	80	2	2	1.50	1	2	0	1	0	1	3	Transposase(2):IS3 family transposase ORF A(1)	NA(2):tnp(1)	309	309	309.00	121	1							pQG3rel01_00082;pQG3rel01_00353					pQG3rel06_00164
g0500_0006	g0500	NA	hypothetical protein	98	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	315	315	315.00	122	1									pQG3rel03_00087	pQG3rel04_00091		
g0204_0003	g0204	NA	SH3 domain-containing protein	80	2	2	1	1	1	0	0	0	0	2	SH3 domain-containing protein(2)	NA(2)	180	186	183.00	123	1			pQBR28_00155				pQG3rel01_00163					
g0495_0006	g0495	NA	hypothetical protein	98	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	225	321	273.00	124	1								pQG3rel02_00044				pQG3rel06_00041
g0179_0002	g0179	NA	hypothetical protein	70	2	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	336	336	336.00	125	1											pQG3rel05_00157	pQG3rel06_00170
g0205_0005	g0205	NA	hypothetical protein	95	2	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	180	180	180.00	126	1								pQG3rel02_00191				pQG3rel06_00207
g0181_0002	g0181	NA	Holin	70	2	2	1	1	1	0	0	0	0	2	Holin(2)	NA(2)	273	336	304.50	127	1											pQG3rel05_00155	pQG3rel06_00230
g0364_0006	g0364	NA	hypothetical protein	98	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	642	642	642.00	128	1								pQG3rel02_00182				pQG3rel06_00198
g0158_0004	g0158	NA	N-acetyltransferase	90	2	2	1	1	1	1	0	1	0	2	N-acetyltransferase(1):hypothetical protein(1):GNAT family N-acetyltransferase(1)	NA(3)	300	897	606.00	129	1								(pQG3rel02_00015:pQG3rel02_00016)				pQG3rel06_00014
g0452_0006	g0452	NA	glyoxalase superfamily protein	98	1	2	1	1	1	0	0	0	0	2	glyoxalase superfamily protein(2)	NA(2)	381	381	381.00	130	1									pQG3rel03_00045	pQG3rel04_00046		
g0573_0006	g0573	NA	NHase-beta domain-containing protein	98	1	2	1	1	1	0	0	0	0	2	NHase-beta domain-containing protein(2)	NA(2)	246	246	246.00	131	1									pQG3rel03_00089	pQG3rel04_00093		
g0090_0004	g0090	tra5	IS3 family transposase	90	3	2	2.50	1	4	0	1	0	3	5	IS3 family transposase(3):Integrase core domain-containing protein(1):Integrase catalytic domain-containing protein(1)	NA(3):tra5(2)	195	723	577.20	132	1							pQG3rel01_00081;pQG3rel01_00207;pQG3rel01_00354;pQG3rel01_00364					pQG3rel06_00163
g0649_0006	g0649	NA	hypothetical protein	98	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	144	144	144.00	133	1									pQG3rel03_00038	pQG3rel04_00039		
g0176_0003	g0176	nifZ	Nitrogen fixation protein NifZ	80	2	2	1	1	1	0	0	0	0	2	Nitrogen fixation protein NifZ(2)	nifZ(2)	354	354	354.00	134	1											pQG3rel05_00177	pQG3rel06_00228
g0171_0005	g0171	NA	hypothetical protein	95	2	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	429	429	429.00	135	1								pQG3rel02_00058				pQG3rel06_00055
g0532_0006	g0532	NA	hypothetical protein	98	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	285	285	285.00	136	1									pQG3rel03_00077	pQG3rel04_00081		
g0197_0003	g0197	NA	hypothetical protein	80	2	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	174	222	198.00	137	1								pQG3rel02_00013			pQG3rel05_00183	
g0189_0003	g0189	NA	hypothetical protein	80	2	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	162	267	214.50	138	1		pQBR132_00138									pQG3rel05_00104	
g0463_0006	g0463	NA	Phage tail protein	98	1	2	1	1	1	0	0	0	0	2	Phage tail protein(2)	NA(2)	363	363	363.00	139	1									pQG3rel03_00018	pQG3rel04_00018		
g0603_0006	g0603	vbhA	VbhA domain-containing protein	98	1	2	1	1	1	0	0	0	0	2	VbhA domain-containing protein(2)	vbhA(2)	210	210	210.00	140	1								pQG3rel02_00195				pQG3rel06_00212
g0562_0006	g0562	NA	DUF2790 domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	DUF2790 domain-containing protein(1)	NA(1)	255	255	255.00	141	1							pQG3rel01_00355					
g0540_0006	g0540	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	273	273	273.00	141	2							pQG3rel01_00352					
g0317_0006	g0317	NA	reverse transcriptase domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	reverse transcriptase domain-containing protein(1)	NA(1)	807	807	807.00	141	3							pQG3rel01_00349					
g0319_0006	g0319	hpaI	4-hydroxy-2-oxoheptanedioate aldolase	98	1	1	1	1	1	0	0	0	0	1	4-hydroxy-2-oxoheptanedioate aldolase(1)	hpaI(1)	804	804	804.00	141	4							pQG3rel01_00348					
g0318_0006	g0318	hpaH	2-oxo-hepta-3-ene-1%2C7-dioic acid hydratase	98	1	1	1	1	1	0	0	0	0	1	2-oxo-hepta-3-ene-1%2C7-dioic acid hydratase(1)	hpaH(1)	804	804	804.00	141	5							pQG3rel01_00347					
g0439_0006	g0439	NA	5-carboxymethyl-2-hydroxymuconate isomerase	98	1	1	1	1	1	0	0	0	0	1	5-carboxymethyl-2-hydroxymuconate isomerase(1)	NA(1)	411	411	411.00	141	6							pQG3rel01_00346					
g0306_0006	g0306	hpaD	3%2C4-dihydroxyphenylacetate 2%2C3-dioxygenase	98	1	1	1	1	1	0	0	0	0	1	3%2C4-dihydroxyphenylacetate 2%2C3-dioxygenase(1)	hpaD(1)	924	924	924.00	141	7							pQG3rel01_00345					
g0247_0006	g0247	hpaE	5-carboxymethyl-2-hydroxymuconate semialdehyde dehydrogenase	98	1	1	1	1	1	0	0	0	0	1	5-carboxymethyl-2-hydroxymuconate semialdehyde dehydrogenase(1)	hpaE(1)	1461	1461	1461.00	141	8							pQG3rel01_00344					
g0327_0006	g0327	NA	2-hydroxyhepta-2%2C4-diene-1%2C7-dioate isomerase	98	1	1	1	1	1	0	0	0	0	1	2-hydroxyhepta-2%2C4-diene-1%2C7-dioate isomerase(1)	NA(1)	765	765	765.00	141	9							pQG3rel01_00343					
g0359_0006	g0359	NA	4-hydroxyphenylacetate isomerase	98	1	1	1	1	1	0	0	0	0	1	4-hydroxyphenylacetate isomerase(1)	NA(1)	657	657	657.00	141	10							pQG3rel01_00342					
g0429_0006	g0429	hpaR	homoprotocatechuate degradation operon regulator HpaR	98	1	1	1	1	1	0	0	0	0	1	homoprotocatechuate degradation operon regulator HpaR(1)	hpaR(1)	423	423	423.00	141	11							pQG3rel01_00341					
g0308_0006	g0308	hpaA	4-hydroxyphenylacetate catabolism regulatory protein HpaA	98	1	1	1	1	1	0	0	0	0	1	4-hydroxyphenylacetate catabolism regulatory protein HpaA(1)	hpaA(1)	909	909	909.00	141	12							pQG3rel01_00340					
g0260_0006	g0260	NA	Porin	98	1	1	1	1	1	0	0	0	0	1	Porin(1)	NA(1)	1266	1266	1266.00	141	13							pQG3rel01_00339					
g0288_0006	g0288	NA	C4-dicarboxylate transporter	98	1	1	1	1	1	0	0	0	0	1	C4-dicarboxylate transporter(1)	NA(1)	1023	1023	1023.00	141	14							pQG3rel01_00338					
g0383_0006	g0383	NA	TRAP transporter small permease protein	98	1	1	1	1	1	0	0	0	0	1	TRAP transporter small permease protein(1)	NA(1)	534	534	534.00	141	15							pQG3rel01_00337					
g0258_0006	g0258	NA	TRAP transporter large permease protein	98	1	1	1	1	1	0	0	0	0	1	TRAP transporter large permease protein(1)	NA(1)	1320	1320	1320.00	141	16							pQG3rel01_00336					
g0405_0006	g0405	NA	MFS transporter	98	1	1	1	1	1	0	0	0	0	1	MFS transporter(1)	NA(1)	459	459	459.00	141	17							pQG3rel01_00335					
g0604_0006	g0604	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	207	207	207.00	141	18							pQG3rel01_00334					
g0353_0006	g0353	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	681	681	681.00	141	19							pQG3rel01_00333					
g0459_0006	g0459	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	366	366	366.00	141	20							pQG3rel01_00332					
g0269_0006	g0269	NA	Acyl-CoA dehydrogenase	98	1	1	1	1	1	0	0	0	0	1	Acyl-CoA dehydrogenase(1)	NA(1)	1170	1170	1170.00	141	21							pQG3rel01_00331					
g0305_0006	g0305	NA	Flavin oxidoreductase	98	1	1	1	1	1	0	0	0	0	1	Flavin oxidoreductase(1)	NA(1)	939	939	939.00	141	22							pQG3rel01_00330					
g0593_0006	g0593	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	225	225	225.00	141	23							pQG3rel01_00329					
g0315_0006	g0315	mipA	MltA-interacting MipA family protein	98	1	1	1	1	1	0	0	0	0	1	MltA-interacting MipA family protein(1)	mipA(1)	840	840	840.00	141	24							pQG3rel01_00328					
g0395_0006	g0395	tssJ	type VI secretion system lipoprotein TssJ	98	1	1	1	1	1	0	0	0	0	1	type VI secretion system lipoprotein TssJ(1)	tssJ(1)	501	501	501.00	141	25							pQG3rel01_00327					
g0416_0006	g0416	tssE	type VI secretion system baseplate subunit TssE	98	1	1	1	1	1	0	0	0	0	1	type VI secretion system baseplate subunit TssE(1)	tssE(1)	441	441	441.00	141	26							pQG3rel01_00326					
g0653_0006	g0653	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	135	135	135.00	141	27							pQG3rel01_00325					
g0295_0006	g0295	NA	OmpA-like domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	OmpA-like domain-containing protein(1)	NA(1)	987	987	987.00	141	28							pQG3rel01_00324					
g0599_0006	g0599	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	216	216	216.00	141	29							pQG3rel01_00323					
g0585_0006	g0585	NA	Four helix bundle protein	98	1	1	1	1	1	0	0	0	0	1	Four helix bundle protein(1)	NA(1)	234	234	234.00	141	30							pQG3rel01_00322					
g0360_0006	g0360	NA	DUF3313 domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	DUF3313 domain-containing protein(1)	NA(1)	654	654	654.00	141	31							pQG3rel01_00321					
g0391_0006	g0391	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	504	504	504.00	141	32							pQG3rel01_00320					
g0390_0006	g0390	NA	OmpR/PhoB-type domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	OmpR/PhoB-type domain-containing protein(1)	NA(1)	504	504	504.00	141	33							pQG3rel01_00319					
g0625_0006	g0625	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	177	177	177.00	141	34							pQG3rel01_00318					
g0326_0006	g0326	glcC	transcriptional regulator GlcC	98	1	1	1	1	1	0	0	0	0	1	transcriptional regulator GlcC(1)	glcC(1)	771	771	771.00	141	35							pQG3rel01_00317					
g0238_0006	g0238	glcD	glycolate oxidase subunit GlcD	98	1	1	1	1	1	0	0	0	0	1	glycolate oxidase subunit GlcD(1)	glcD(1)	1614	1614	1614.00	141	36							pQG3rel01_00316					
g0282_0006	g0282	glcE	glycolate oxidase subunit GlcE	98	1	1	1	1	1	0	0	0	0	1	glycolate oxidase subunit GlcE(1)	glcE(1)	1056	1056	1056.00	141	37							pQG3rel01_00315					
g0266_0006	g0266	glcF	glycolate oxidase subunit GlcF	98	1	1	1	1	1	0	0	0	0	1	glycolate oxidase subunit GlcF(1)	glcF(1)	1218	1218	1218.00	141	38							pQG3rel01_00314					
g0444_0006	g0444	glcG	Glc operon protein GlcG	98	1	1	1	1	1	0	0	0	0	1	Glc operon protein GlcG(1)	glcG(1)	399	399	399.00	141	39							pQG3rel01_00313					
g0225_0006	g0225	NA	malate synthase G	98	1	1	1	1	1	0	0	0	0	1	malate synthase G(1)	NA(1)	2214	2214	2214.00	141	40							pQG3rel01_00312					
g0419_0006	g0419	NA	DNA-binding response regulator	98	1	1	1	1	1	0	0	0	0	1	DNA-binding response regulator(1)	NA(1)	438	438	438.00	141	41							pQG3rel01_00310					
g0468_0006	g0468	NA	SDR family NAD(P)-dependent oxidoreductase	98	1	1	1	1	1	0	0	0	0	1	SDR family NAD(P)-dependent oxidoreductase(1)	NA(1)	357	357	357.00	141	42							pQG3rel01_00309					
g0231_0006	g0231	NA	IAT-beta domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	IAT-beta domain-containing protein(1)	NA(1)	1779	1779	1779.00	141	43							pQG3rel01_00307					
g0376_0006	g0376	NA	Lipoprotein	98	1	1	1	1	1	0	0	0	0	1	Lipoprotein(1)	NA(1)	570	570	570.00	141	44							pQG3rel01_00306					
g0361_0006	g0361	NA	PKD domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	PKD domain-containing protein(1)	NA(1)	648	648	648.00	141	45							pQG3rel01_00305					
g0286_0006	g0286	NA	PKD domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	PKD domain-containing protein(1)	NA(1)	1032	1032	1032.00	141	46							pQG3rel01_00304					
g0240_0006	g0240	NA	EAL domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	EAL domain-containing protein(1)	NA(1)	1599	1599	1599.00	141	47							pQG3rel01_00303					
g0320_0006	g0320	NA	OmpR/PhoB-type domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	OmpR/PhoB-type domain-containing protein(1)	NA(1)	801	801	801.00	141	48							pQG3rel01_00302					
g0401_0006	g0401	NA	Lipoprotein	98	1	1	1	1	1	0	0	0	0	1	Lipoprotein(1)	NA(1)	483	483	483.00	141	49							pQG3rel01_00301					
g0380_0006	g0380	NA	HTH deoR-type domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	HTH deoR-type domain-containing protein(1)	NA(1)	543	543	543.00	141	50							pQG3rel01_00300					
g0253_0006	g0253	wbpA	UDP-N-acetyl-D-glucosamine 6-dehydrogenase	98	1	1	1	1	1	0	0	0	0	1	UDP-N-acetyl-D-glucosamine 6-dehydrogenase(1)	wbpA(1)	1374	1374	1374.00	141	51							pQG3rel01_00299					
g0302_0006	g0302	NA	Oxidoreductase	98	1	1	1	1	1	0	0	0	0	1	Oxidoreductase(1)	NA(1)	951	951	951.00	141	52							pQG3rel01_00298					
g0374_0006	g0374	wbpD	UDP-2-acetamido-3-amino-2%2C3-dideoxy-D-glucuronate N-acetyltransferase	98	1	1	1	1	1	0	0	0	0	1	UDP-2-acetamido-3-amino-2%2C3-dideoxy-D-glucuronate N-acetyltransferase(1)	wbpD(1)	585	585	585.00	141	53							pQG3rel01_00297					
g0276_0006	g0276	degT	Aminotransferase DegT	98	1	1	1	1	1	0	0	0	0	1	Aminotransferase DegT(1)	degT(1)	1095	1095	1095.00	141	54							pQG3rel01_00296					
g0278_0006	g0278	wecB	UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)	98	1	1	1	1	1	0	0	0	0	1	UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)(1)	wecB(1)	1089	1089	1089.00	141	55							pQG3rel01_00295					
g0324_0006	g0324	NA	Transport permease protein	98	1	1	1	1	1	0	0	0	0	1	Transport permease protein(1)	NA(1)	783	783	783.00	141	56							pQG3rel01_00294					
g0232_0006	g0232	NA	ABC transporter domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	ABC transporter domain-containing protein(1)	NA(1)	1776	1776	1776.00	141	57							pQG3rel01_00293					
g0312_0006	g0312	NA	Methyltransf-25 domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	Methyltransf-25 domain-containing protein(1)	NA(1)	876	876	876.00	141	58							pQG3rel01_00292					
g0267_0006	g0267	NA	Chromosome partition protein Smc	98	1	1	1	1	1	0	0	0	0	1	Chromosome partition protein Smc(1)	NA(1)	1206	1206	1206.00	141	59							pQG3rel01_00291					
g0257_0006	g0257	NA	Glyco-trans-4-like-N domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	Glyco-trans-4-like-N domain-containing protein(1)	NA(1)	1332	1332	1332.00	141	60							pQG3rel01_00290					
g0213_0006	g0213	NA	Lipoprotein	98	1	1	1	1	1	0	0	0	0	1	Lipoprotein(1)	NA(1)	3093	3093	3093.00	141	61							pQG3rel01_00289					
g0228_0006	g0228	asnB	asparagine synthase (glutamine-hydrolyzing)	98	1	1	1	1	1	0	0	0	0	1	asparagine synthase (glutamine-hydrolyzing)(1)	asnB(1)	1929	1929	1929.00	141	62							pQG3rel01_00288					
g0262_0006	g0262	NA	Glyco-trans-4-like-N domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	Glyco-trans-4-like-N domain-containing protein(1)	NA(1)	1242	1242	1242.00	141	63							pQG3rel01_00287					
g0263_0006	g0263	wbuB	Glycosyltransferase WbuB	98	1	1	1	1	1	0	0	0	0	1	Glycosyltransferase WbuB(1)	wbuB(1)	1230	1230	1230.00	141	64							pQG3rel01_00286					
g0303_0006	g0303	NA	Diguanylate cyclase response regulator	98	1	1	1	1	1	0	0	0	0	1	Diguanylate cyclase response regulator(1)	NA(1)	948	948	948.00	141	65							pQG3rel01_00285					
g0209_0006	g0209	NA	histidine kinase	98	1	1	1	1	1	0	0	0	0	1	histidine kinase(1)	NA(1)	4542	4542	4542.00	141	66							pQG3rel01_00284					
g0367_0006	g0367	NA	HDOD domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	HDOD domain-containing protein(1)	NA(1)	627	627	627.00	141	67							pQG3rel01_00283					
g0386_0006	g0386	NA	response regulator	98	1	1	1	1	1	0	0	0	0	1	response regulator(1)	NA(1)	525	525	525.00	141	68							pQG3rel01_00282					
g0233_0006	g0233	NA	Sodium:proton antiporter	98	1	1	1	1	1	0	0	0	0	1	Sodium:proton antiporter(1)	NA(1)	1713	1713	1713.00	141	69							pQG3rel01_00281					
g0370_0006	g0370	NA	Ammonium-transp domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	Ammonium-transp domain-containing protein(1)	NA(1)	618	618	618.00	141	70							pQG3rel01_00280					
g0214_0006	g0214	acrB	Multidrug transporter AcrB	98	1	1	1	1	1	0	0	0	0	1	Multidrug transporter AcrB(1)	acrB(1)	3069	3069	3069.00	141	71							pQG3rel01_00279					
g0277_0006	g0277	NA	Efflux RND transporter periplasmic adaptor subunit	98	1	1	1	1	1	0	0	0	0	1	Efflux RND transporter periplasmic adaptor subunit(1)	NA(1)	1092	1092	1092.00	141	72							pQG3rel01_00278					
