allele_name	gene_family	consensus_gene_name	consensus_product	threshold	alleles_at_maximum_threshold	number_genomes	average_dose	min_dose	max_dose	genomes_containing_fissions	genomes_containing_duplications	number_fission_loci	number_duplicated_loci	no_loci	products	gene_names	min_length(bp)	max_length(bp)	average_length(bp)	cluster	cluster_order	pQBR103	pQBR106p	pQBR11d	pQBR124	pQBR4	pQBR43	pQBR44d	pQBR47p	pQBR49	pQBR5	pQBR50d
g0275_0006	g0275	NA	Arylsulfatase regulatory protein	98	1	9	1	1	1	0	0	0	0	9	Arylsulfatase regulatory protein(9)	NA(9)	1197	1197	1197.00	13	60	pQBR103_00077		pQBR11d_00078	pQBR124_00076	pQBR4_00076	pQBR43_00076		pQBR47p_00076	pQBR49_00076	pQBR5_00076	pQBR50d_00076
g0139_1_0011	g0139_1	NA	Prepilin-type N-terminal cleavage/methylation domain-containing protein	98	1	9	1	1	1	0	0	0	0	9	Prepilin-type N-terminal cleavage/methylation domain-containing protein(9)	NA(9)	1011	1011	1011.00	13	61	pQBR103_00076		pQBR11d_00077	pQBR124_00075	pQBR4_00075	pQBR43_00075		pQBR47p_00075	pQBR49_00075	pQBR5_00075	pQBR50d_00075
g0422_0006	g0422	NA	Putative transmembrane pilus-related protein	98	1	9	1	1	1	0	0	0	0	9	Putative transmembrane pilus-related protein(9)	NA(9)	525	525	525.00	13	62	pQBR103_00075		pQBR11d_00076	pQBR124_00074	pQBR4_00074	pQBR43_00074		pQBR47p_00074	pQBR49_00074	pQBR5_00074	pQBR50d_00074
g0281_0006	g0281	NA	T2SSF domain-containing protein	98	1	9	1	1	1	0	0	0	0	9	T2SSF domain-containing protein(9)	NA(9)	1170	1170	1170.00	13	63	pQBR103_00074		pQBR11d_00075	pQBR124_00073	pQBR4_00073	pQBR43_00073		pQBR47p_00073	pQBR49_00073	pQBR5_00073	pQBR50d_00073
g0452_0006	g0452	NA	Pilus assembly protein	98	1	9	1	1	1	0	0	0	0	9	Pilus assembly protein(9)	NA(9)	468	468	468.00	13	64	pQBR103_00073		pQBR11d_00074	pQBR124_00072	pQBR4_00072	pQBR43_00072		pQBR47p_00072	pQBR49_00072	pQBR5_00072	pQBR50d_00072
g0235_0006	g0235	NA	AAA domain-containing protein	98	1	9	1	1	1	0	0	0	0	9	AAA domain-containing protein(9)	NA(9)	1794	1794	1794.00	13	65	pQBR103_00072		pQBR11d_00073	pQBR124_00071	pQBR4_00071	pQBR43_00071		pQBR47p_00071	pQBR49_00071	pQBR5_00071	pQBR50d_00071
g0366_0006	g0366	pilP	Type IV pilus biogenesis protein PilP	98	1	9	1	1	1	0	0	0	0	9	Type IV pilus biogenesis protein PilP(9)	pilP(9)	681	681	681.00	13	66	pQBR103_00071		pQBR11d_00072	pQBR124_00070	pQBR4_00070	pQBR43_00070		pQBR47p_00070	pQBR49_00070	pQBR5_00070	pQBR50d_00070
g0481_0006	g0481	NA	RNAse-A-bac domain-containing protein	98	1	9	1	1	1	0	0	0	0	9	RNAse-A-bac domain-containing protein(9)	NA(9)	423	423	423.00	13	67	pQBR103_00070		pQBR11d_00071	pQBR124_00069	pQBR4_00069	pQBR43_00069		pQBR47p_00069	pQBR49_00069	pQBR5_00069	pQBR50d_00069
g0317_0006	g0317	NA	Transmembrane protein	98	1	9	1	1	1	0	0	0	0	9	Transmembrane protein(9)	NA(9)	930	930	930.00	13	68	pQBR103_00069		pQBR11d_00070	pQBR124_00068	pQBR4_00068	pQBR43_00068		pQBR47p_00068	pQBR49_00068	pQBR5_00068	pQBR50d_00068
g0238_0006	g0238	NA	Pilus assembly protein	98	1	9	1	1	1	0	0	0	0	9	Pilus assembly protein(9)	NA(9)	1653	1653	1653.00	13	69	pQBR103_00068		pQBR11d_00069	pQBR124_00067	pQBR4_00067	pQBR43_00067		pQBR47p_00067	pQBR49_00067	pQBR5_00067	pQBR50d_00067
g0323_0006	g0323	NA	DUF1471 domain-containing protein	98	1	9	1	1	1	0	0	0	0	9	DUF1471 domain-containing protein(9)	NA(9)	882	882	882.00	13	70	pQBR103_00067		pQBR11d_00068	pQBR124_00066	pQBR4_00066	pQBR43_00066		pQBR47p_00066	pQBR49_00066	pQBR5_00066	pQBR50d_00066
g0253_0006	g0253	NA	HD domain-containing protein	98	1	9	1	1	1	0	0	0	0	9	HD domain-containing protein(9)	NA(9)	1482	1482	1482.00	13	71	pQBR103_00066		pQBR11d_00067	pQBR124_00065	pQBR4_00065	pQBR43_00065		pQBR47p_00065	pQBR49_00065	pQBR5_00065	pQBR50d_00065
g0435_0006	g0435	NA	Lipoprotein	98	1	9	1	1	1	0	0	0	0	9	Lipoprotein(9)	NA(9)	495	495	495.00	13	72	pQBR103_00065		pQBR11d_00066	pQBR124_00064	pQBR4_00064	pQBR43_00064		pQBR47p_00064	pQBR49_00064	pQBR5_00064	pQBR50d_00064
g0255_0006	g0255	NA	TrwB-AAD-bind domain-containing protein	98	1	9	1	1	1	0	0	0	0	9	TrwB-AAD-bind domain-containing protein(9)	NA(9)	1404	1404	1404.00	13	73	pQBR103_00064		pQBR11d_00065	pQBR124_00063	pQBR4_00063	pQBR43_00063		pQBR47p_00063	pQBR49_00063	pQBR5_00063	pQBR50d_00063
g0361_0006	g0361	NA	SprT-like domain-containing protein	98	1	9	1	1	1	0	0	0	0	9	SprT-like domain-containing protein(9)	NA(9)	696	696	696.00	13	74	pQBR103_00063		pQBR11d_00064	pQBR124_00062	pQBR4_00062	pQBR43_00062		pQBR47p_00062	pQBR49_00062	pQBR5_00062	pQBR50d_00062
g0319_0006	g0319	NA	LAM-G-DOMAIN domain-containing protein	98	1	9	1	1	1	0	0	0	0	9	LAM-G-DOMAIN domain-containing protein(9)	NA(9)	912	912	912.00	13	75	pQBR103_00062		pQBR11d_00063	pQBR124_00061	pQBR4_00061	pQBR43_00061		pQBR47p_00061	pQBR49_00061	pQBR5_00061	pQBR50d_00061
g0318_0006	g0318	NA	Transmembrane protein	98	1	9	1	1	1	0	0	0	0	9	Transmembrane protein(9)	NA(9)	918	918	918.00	13	76	pQBR103_00061		pQBR11d_00062	pQBR124_00060	pQBR4_00060	pQBR43_00060		pQBR47p_00060	pQBR49_00060	pQBR5_00060	pQBR50d_00060
g0509_0006	g0509	NA	RNA-dependent RNA polymerase	98	1	9	1	1	1	0	0	0	0	9	RNA-dependent RNA polymerase(9)	NA(9)	372	372	372.00	13	77	pQBR103_00060		pQBR11d_00061	pQBR124_00059	pQBR4_00059	pQBR43_00059		pQBR47p_00059	pQBR49_00059	pQBR5_00059	pQBR50d_00059
g0399_0006	g0399	NA	PH domain-containing protein	98	1	9	1	1	1	0	0	0	0	9	PH domain-containing protein(9)	NA(9)	615	615	615.00	13	78	pQBR103_00059		pQBR11d_00060	pQBR124_00058	pQBR4_00058	pQBR43_00058		pQBR47p_00058	pQBR49_00058	pQBR5_00058	pQBR50d_00058
g0321_0006	g0321	NA	DUF659 domain-containing protein	98	1	9	1	1	1	0	0	0	0	9	DUF659 domain-containing protein(9)	NA(9)	891	891	891.00	13	79	pQBR103_00058		pQBR11d_00059	pQBR124_00057	pQBR4_00057	pQBR43_00057		pQBR47p_00057	pQBR49_00057	pQBR5_00057	pQBR50d_00057
g0269_0006	g0269	NA	AH domain-containing protein	98	1	9	1	1	1	0	0	0	0	9	AH domain-containing protein(9)	NA(9)	1245	1245	1245.00	13	80	pQBR103_00057		pQBR11d_00058	pQBR124_00056	pQBR4_00056	pQBR43_00056		pQBR47p_00056	pQBR49_00056	pQBR5_00056	pQBR50d_00056
g0202_0005	g0202	NA	Oxidase	95	2	9	1	1	1	0	0	0	0	9	Oxidase(9)	NA(9)	243	243	243.00	13	81	pQBR103_00056		pQBR11d_00057	pQBR124_00055	pQBR4_00055	pQBR43_00055		pQBR47p_00055	pQBR49_00055	pQBR5_00055	pQBR50d_00055
g0654_0006	g0654	NA	hypothetical protein	98	1	9	1	1	1	0	0	0	0	9	hypothetical protein(9)	NA(9)	126	126	126.00	13	82	pQBR103_00055		pQBR11d_00056	pQBR124_00054	pQBR4_00054	pQBR43_00054		pQBR47p_00054	pQBR49_00054	pQBR5_00054	pQBR50d_00054
g0583_0006	g0583	NA	3HCDH domain-containing protein	98	1	9	1	1	1	0	0	0	0	9	3HCDH domain-containing protein(9)	NA(9)	267	267	267.00	13	83	pQBR103_00054		pQBR11d_00055	pQBR124_00053	pQBR4_00053	pQBR43_00053		pQBR47p_00053	pQBR49_00053	pQBR5_00053	pQBR50d_00053
g0225_0006	g0225	NA	VWFA domain-containing protein	98	1	9	1	1	1	0	0	0	0	9	VWFA domain-containing protein(9)	NA(9)	2055	2055	2055.00	13	84	pQBR103_00053		pQBR11d_00054	pQBR124_00052	pQBR4_00052	pQBR43_00052		pQBR47p_00052	pQBR49_00052	pQBR5_00052	pQBR50d_00052
g0617_0006	g0617	NA	Transposase	98	1	9	1	1	1	0	0	0	0	9	Transposase(9)	NA(9)	216	216	216.00	13	85	pQBR103_00052		pQBR11d_00053	pQBR124_00051	pQBR4_00051	pQBR43_00051		pQBR47p_00051	pQBR49_00051	pQBR5_00051	pQBR50d_00051
g0613_0006	g0613	NA	HEPN domain-containing protein	98	1	9	1	1	1	0	0	0	0	9	HEPN domain-containing protein(9)	NA(9)	222	222	222.00	13	86	pQBR103_00051		pQBR11d_00052	pQBR124_00050	pQBR4_00050	pQBR43_00050		pQBR47p_00050	pQBR49_00050	pQBR5_00050	pQBR50d_00050
g0331_0006	g0331	NA	DUF3800 domain-containing protein	98	1	9	1	1	1	0	0	0	0	9	DUF3800 domain-containing protein(9)	NA(9)	819	819	819.00	13	87	pQBR103_00050		pQBR11d_00051	pQBR124_00049	pQBR4_00049	pQBR43_00049		pQBR47p_00049	pQBR49_00049	pQBR5_00049	pQBR50d_00049
g0280_0006	g0280	NA	AAA-5 domain-containing protein	98	1	9	1	1	1	0	0	0	0	9	AAA-5 domain-containing protein(9)	NA(9)	1170	1170	1170.00	13	88	pQBR103_00049		pQBR11d_00050	pQBR124_00048	pQBR4_00048	pQBR43_00048		pQBR47p_00048	pQBR49_00048	pQBR5_00048	pQBR50d_00048
g0572_0006	g0572	NA	Phospholipid scramblase	98	1	9	1	1	1	0	0	0	0	9	Phospholipid scramblase(9)	NA(9)	291	291	291.00	13	89	pQBR103_00048		pQBR11d_00049	pQBR124_00047	pQBR4_00047	pQBR43_00047		pQBR47p_00047	pQBR49_00047	pQBR5_00047	pQBR50d_00047
g0471_0006	g0471	araC	AraC family transcriptional regulator	98	1	9	1	1	1	0	0	0	0	9	AraC family transcriptional regulator(9)	araC(9)	432	432	432.00	13	90	pQBR103_00047		pQBR11d_00048	pQBR124_00046	pQBR4_00046	pQBR43_00046		pQBR47p_00046	pQBR49_00046	pQBR5_00046	pQBR50d_00046
g0557_0006	g0557	NA	Inner membrane protein	98	1	9	1	1	1	0	0	0	0	9	Inner membrane protein(9)	NA(9)	306	306	306.00	13	91	pQBR103_00046		pQBR11d_00047	pQBR124_00045	pQBR4_00045	pQBR43_00045		pQBR47p_00045	pQBR49_00045	pQBR5_00045	pQBR50d_00045
g0593_0006	g0593	NA	Integral membrane protein	98	1	9	1	1	1	0	0	0	0	9	Integral membrane protein(9)	NA(9)	255	255	255.00	13	92	pQBR103_00045		pQBR11d_00046	pQBR124_00044	pQBR4_00044	pQBR43_00044		pQBR47p_00044	pQBR49_00044	pQBR5_00044	pQBR50d_00044
g0459_0006	g0459	NA	BRCT domain-containing protein	98	1	9	1	1	1	0	0	0	0	9	BRCT domain-containing protein(9)	NA(9)	459	459	459.00	13	93	pQBR103_00044		pQBR11d_00045	pQBR124_00043	pQBR4_00043	pQBR43_00043		pQBR47p_00043	pQBR49_00043	pQBR5_00043	pQBR50d_00043
g0314_0006	g0314	NA	PDDEXK-1 domain-containing protein	98	1	9	1	1	1	0	0	0	0	9	PDDEXK-1 domain-containing protein(9)	NA(9)	945	945	945.00	13	94	pQBR103_00043		pQBR11d_00044	pQBR124_00042	pQBR4_00042	pQBR43_00042		pQBR47p_00042	pQBR49_00042	pQBR5_00042	pQBR50d_00042
g0646_0006	g0646	NA	AbrB/MazE/SpoVT family DNA-binding domain-containing protein	98	1	9	1	1	1	0	0	0	0	9	AbrB/MazE/SpoVT family DNA-binding domain-containing protein(9)	NA(9)	159	159	159.00	13	95	pQBR103_00042		pQBR11d_00043	pQBR124_00041	pQBR4_00041	pQBR43_00041		pQBR47p_00041	pQBR49_00041	pQBR5_00041	pQBR50d_00041
g0189_0002	g0189	NA	Tail assembly chaperone	70	2	9	1	1	1	0	0	0	0	9	Tail assembly chaperone(9)	NA(9)	339	342	339.33	14	1	pQBR103_00140		pQBR11d_00155	pQBR124_00139	pQBR4_00139	pQBR43_00139		pQBR47p_00139	pQBR49_00139	pQBR5_00139	pQBR50d_00139
g0205_0004	g0205	NA	Small CPxCG-related zinc finger protein	90	2	9	1	1	1	0	0	0	0	9	Small CPxCG-related zinc finger protein(9)	NA(9)	210	210	210.00	14	2	pQBR103_00141		pQBR11d_00156	pQBR124_00140	pQBR4_00140	pQBR43_00140		pQBR47p_00140	pQBR49_00140	pQBR5_00140	pQBR50d_00140
g0173_0003	g0173	NA	hypothetical protein	80	2	9	1	1	1	0	0	0	0	9	hypothetical protein(9)	NA(9)	411	441	414.33	14	3	pQBR103_00142		pQBR11d_00157	pQBR124_00141	pQBR4_00141	pQBR43_00141		pQBR47p_00141	pQBR49_00141	pQBR5_00141	pQBR50d_00141
g0188_0003	g0188	NA	DUF1330 domain-containing protein	80	2	9	1	1	1	0	0	0	0	9	DUF1330 domain-containing protein(8):Ricin B-type lectin domain-containing protein(1)	NA(9)	342	342	342.00	14	4	pQBR103_00143		pQBR11d_00158	pQBR124_00142	pQBR4_00142	pQBR43_00142		pQBR47p_00142	pQBR49_00142	pQBR5_00142	pQBR50d_00142
g0137_0005	g0137	NA	Transcriptional regulator	95	2	9	1	1	1	0	0	0	0	9	Transcriptional regulator(9)	NA(9)	939	1074	954.00	14	5	pQBR103_00144		pQBR11d_00159	pQBR124_00143	pQBR4_00143	pQBR43_00143		pQBR47p_00143	pQBR49_00143	pQBR5_00143	pQBR50d_00143
g0131_0001	g0131	NA	Nup96 domain-containing protein	60	2	9	1	1	1	0	0	0	0	9	Nup96 domain-containing protein(9)	NA(9)	1158	1191	1187.33	14	6	pQBR103_00145		pQBR11d_00160	pQBR124_00144	pQBR4_00144	pQBR43_00144		pQBR47p_00144	pQBR49_00144	pQBR5_00144	pQBR50d_00144
g0153_0004	g0153	NA	Dynein-AAA-lid domain-containing protein	90	2	9	1	1	1	0	0	0	0	9	Dynein-AAA-lid domain-containing protein(9)	NA(9)	675	675	675.00	14	7	pQBR103_00146		pQBR11d_00161	pQBR124_00145	pQBR4_00145	pQBR43_00145		pQBR47p_00145	pQBR49_00145	pQBR5_00145	pQBR50d_00145
g0138_0003	g0138	NA	PLDc-2 domain-containing protein	80	2	9	1	1	1	0	0	0	0	9	PLDc-2 domain-containing protein(9)	NA(9)	1029	1035	1029.67	14	8	pQBR103_00147		pQBR11d_00162	pQBR124_00146	pQBR4_00146	pQBR43_00146		pQBR47p_00146	pQBR49_00146	pQBR5_00146	pQBR50d_00146
g0125	g0125	NA	Putative DNA-binding protein	50	2	9	1	1	1	0	0	0	0	9	Putative DNA-binding protein(9)	NA(9)	1137	1347	1160.33	14	9	pQBR103_00148		pQBR11d_00163	pQBR124_00147	pQBR4_00147	pQBR43_00147		pQBR47p_00147	pQBR49_00147	pQBR5_00147	pQBR50d_00147
g0136_0002	g0136	NA	Putative transmembrane protein	70	2	9	1	1	1	0	0	0	0	9	Putative transmembrane protein(8):Transmembrane protein(1)	NA(9)	1080	1080	1080.00	14	10	pQBR103_00149		pQBR11d_00164	pQBR124_00148	pQBR4_00148	pQBR43_00148		pQBR47p_00148	pQBR49_00148	pQBR5_00148	pQBR50d_00148
g0141_0004	g0141	NA	DUF808 domain-containing protein	90	2	9	1	1	1	0	0	0	0	9	DUF808 domain-containing protein(9)	NA(9)	936	966	939.33	14	11	pQBR103_00150		pQBR11d_00165	pQBR124_00149	pQBR4_00149	pQBR43_00149		pQBR47p_00149	pQBR49_00149	pQBR5_00149	pQBR50d_00149
g0158_0004	g0158	NA	Putative transmembrane protein	90	2	9	1	1	1	0	0	0	0	9	Putative transmembrane protein(9)	NA(9)	570	570	570.00	14	12	pQBR103_00151		pQBR11d_00166	pQBR124_00150	pQBR4_00150	pQBR43_00150		pQBR47p_00150	pQBR49_00150	pQBR5_00150	pQBR50d_00150
g0121_0004	g0121	NA	Lactate permease	90	2	9	1	1	1	0	0	0	0	9	Lactate permease(9)	NA(9)	1677	1677	1677.00	14	13	pQBR103_00152		pQBR11d_00167	pQBR124_00151	pQBR4_00151	pQBR43_00151		pQBR47p_00151	pQBR49_00151	pQBR5_00151	pQBR50d_00151
g0174_0004	g0174	NA	TM2 domain-containing protein	90	2	9	1	1	1	0	0	0	0	9	TM2 domain-containing protein(8):Transmembrane protein(1)	NA(9)	438	438	438.00	14	14	pQBR103_00153		pQBR11d_00168	pQBR124_00152	pQBR4_00152	pQBR43_00152		pQBR47p_00152	pQBR49_00152	pQBR5_00152	pQBR50d_00152
g0179_0004	g0179	NA	Putative response regulator domain-only transcriptional regulator	90	2	9	1	1	1	0	0	0	0	9	Putative response regulator domain-only transcriptional regulator(9)	NA(9)	405	405	405.00	14	15	pQBR103_00154		pQBR11d_00169	pQBR124_00153	pQBR4_00153	pQBR43_00153		pQBR47p_00153	pQBR49_00153	pQBR5_00153	pQBR50d_00153
g0163_0002	g0163	NA	Sema domain-containing protein	70	2	9	1	1	1	0	0	0	0	9	Sema domain-containing protein(8):NPL domain-containing protein(1)	NA(9)	396	525	510.67	14	16	pQBR103_00155		pQBR11d_00170	pQBR124_00154	pQBR4_00154	pQBR43_00154		pQBR47p_00154	pQBR49_00154	pQBR5_00154	pQBR50d_00154
g0143_0004	g0143	NA	Prepilin leader peptidase/N-methyltransferase	90	2	9	1	1	1	0	0	0	0	9	Prepilin leader peptidase/N-methyltransferase(9)	NA(9)	888	888	888.00	14	17	pQBR103_00156		pQBR11d_00171	pQBR124_00155	pQBR4_00155	pQBR43_00155		pQBR47p_00155	pQBR49_00155	pQBR5_00155	pQBR50d_00155
g0127_0005	g0127	NA	Tyr recombinase domain-containing protein	95	2	9	1	1	1	0	0	0	0	9	Tyr recombinase domain-containing protein(9)	NA(9)	1266	1266	1266.00	14	18	pQBR103_00157		pQBR11d_00172	pQBR124_00156	pQBR4_00156	pQBR43_00156		pQBR47p_00156	pQBR49_00156	pQBR5_00156	pQBR50d_00156
g0128_1_0011	g0128_1	NA	BIG2 domain-containing protein	98	1	9	1	1	1	0	0	0	0	9	BIG2 domain-containing protein(9)	NA(9)	1044	1245	1200.33	15	1	pQBR103_00179		pQBR11d_00195	pQBR124_00178	pQBR4_00202	pQBR43_00178		pQBR47p_00178	pQBR49_00221	pQBR5_00178	pQBR50d_00178
g0587_0006	g0587	NA	Carbam-trans-N domain-containing protein	98	1	9	1	1	1	0	0	0	0	9	Carbam-trans-N domain-containing protein(9)	NA(9)	264	264	264.00	15	2	pQBR103_00178		pQBR11d_00194	pQBR124_00177	pQBR4_00201	pQBR43_00177		pQBR47p_00177	pQBR49_00220	pQBR5_00177	pQBR50d_00177
g0333_0006	g0333	NA	Peptidase-M48 domain-containing protein	98	1	9	1	1	1	0	0	0	0	9	Peptidase-M48 domain-containing protein(9)	NA(9)	804	804	804.00	15	3	pQBR103_00177		pQBR11d_00193	pQBR124_00176	pQBR4_00200	pQBR43_00176		pQBR47p_00176	pQBR49_00219	pQBR5_00176	pQBR50d_00176
g0599_0006	g0599	NA	Plasmid stabilization protein	98	1	9	1	1	1	0	0	0	0	9	Plasmid stabilization protein(9)	NA(9)	237	237	237.00	15	4	pQBR103_00176		pQBR11d_00192	pQBR124_00175	pQBR4_00199	pQBR43_00175		pQBR47p_00175	pQBR49_00218	pQBR5_00175	pQBR50d_00175
g0146_0006	g0146	NA	Integral membrane protein	98	1	9	1	1	1	0	0	0	0	9	Integral membrane protein(8):hypothetical protein(1)	NA(9)	408	828	704.33	15	5	pQBR103_00175		pQBR11d_00191	pQBR124_00174	pQBR4_00174	pQBR43_00174		pQBR47p_00174	pQBR49_00217	pQBR5_00174	pQBR50d_00174
g0444_0006	g0444	NA	Lipoprotein	98	1	9	1	1	1	0	0	0	0	9	Lipoprotein(9)	NA(9)	483	483	483.00	15	6	pQBR103_00174		pQBR11d_00190	pQBR124_00173	pQBR4_00173	pQBR43_00173		pQBR47p_00173	pQBR49_00216	pQBR5_00173	pQBR50d_00173
g0159_0005	g0159	NA	Zpr1 domain-containing protein	95	2	9	1	1	1	0	0	0	0	9	Zpr1 domain-containing protein(9)	NA(9)	567	567	567.00	15	7	pQBR103_00173		pQBR11d_00189	pQBR124_00172	pQBR4_00172	pQBR43_00172		pQBR47p_00172	pQBR49_00172	pQBR5_00172	pQBR50d_00172
g0120_0005	g0120	dsbD	Putative transmembrane thiol:disulfide interchange protein DsbD	95	2	9	1	1	1	0	0	0	0	9	Putative transmembrane thiol:disulfide interchange protein DsbD(9)	dsbD(9)	1713	1713	1713.00	15	8	pQBR103_00172		pQBR11d_00188	pQBR124_00171	pQBR4_00171	pQBR43_00171		pQBR47p_00171	pQBR49_00171	pQBR5_00171	pQBR50d_00171
g0498_0006	g0498	NA	Mrr-N domain-containing protein	98	1	9	1	1	1	0	0	0	0	9	Mrr-N domain-containing protein(9)	NA(9)	384	384	384.00	15	9	pQBR103_00171		pQBR11d_00187	pQBR124_00170	pQBR4_00170	pQBR43_00170		pQBR47p_00170	pQBR49_00170	pQBR5_00170	pQBR50d_00170
g0175_0004	g0175	NA	Putative transmembrane protein	90	2	9	1	1	1	0	0	0	0	9	Putative transmembrane protein(9)	NA(9)	438	438	438.00	15	10	pQBR103_00170		pQBR11d_00186	pQBR124_00169	pQBR4_00169	pQBR43_00169		pQBR47p_00169	pQBR49_00169	pQBR5_00169	pQBR50d_00169
g0167_0001	g0167	NA	Putative transmembrane protein	60	2	9	1	1	1	0	0	0	0	9	Putative transmembrane protein(8):Germane domain-containing protein(1)	NA(9)	507	507	507.00	15	11	pQBR103_00169		pQBR11d_00184	pQBR124_00168	pQBR4_00168	pQBR43_00168		pQBR47p_00168	pQBR49_00168	pQBR5_00168	pQBR50d_00168
g0176_0002	g0176	NA	Transposase	70	2	9	1	1	1	0	0	0	0	9	Transposase(9)	NA(9)	426	429	428.67	15	12	pQBR103_00168		pQBR11d_00183	pQBR124_00167	pQBR4_00167	pQBR43_00167		pQBR47p_00167	pQBR49_00167	pQBR5_00167	pQBR50d_00167
g0180_0005	g0180	NA	Tail protein	95	2	9	1	1	1	0	0	0	0	9	Tail protein(9)	NA(9)	393	396	395.67	15	13	pQBR103_00167		pQBR11d_00182	pQBR124_00166	pQBR4_00166	pQBR43_00166		pQBR47p_00166	pQBR49_00166	pQBR5_00166	pQBR50d_00166
g0149_0004	g0149	parB	Putative partitioning protein	90	2	9	1	1	1	0	0	0	0	9	Putative partitioning protein(8):ParB domain-containing protein(1)	NA(8):parB(1)	681	771	691.00	15	14	pQBR103_00166		pQBR11d_00181	pQBR124_00165	pQBR4_00165	pQBR43_00165		pQBR47p_00165	pQBR49_00165	pQBR5_00165	pQBR50d_00165
g0190_0004	g0190	NA	Crp/Fnr family transcriptional regulator	90	2	9	1	1	1	0	0	0	0	9	Crp/Fnr family transcriptional regulator(9)	NA(9)	336	336	336.00	16	1	pQBR103_00164		pQBR11d_00180	pQBR124_00163	pQBR4_00163	pQBR43_00163		pQBR47p_00163	pQBR49_00163	pQBR5_00163	pQBR50d_00163
g0166_0004	g0166	NA	DUF2511 domain-containing protein	90	2	9	1	1	1	0	0	0	0	9	DUF2511 domain-containing protein(9)	NA(9)	444	510	451.33	16	2	pQBR103_00163		pQBR11d_00179	pQBR124_00162	pQBR4_00162	pQBR43_00162		pQBR47p_00162	pQBR49_00162	pQBR5_00162	pQBR50d_00162
g0132_0005	g0132	NA	Putative phage-related integrase/recombinase	95	2	9	1	1	1	0	0	0	0	9	Putative phage-related integrase/recombinase(9)	NA(9)	1173	1173	1173.00	16	3	pQBR103_00162		pQBR11d_00178	pQBR124_00161	pQBR4_00161	pQBR43_00161		pQBR47p_00161	pQBR49_00161	pQBR5_00161	pQBR50d_00161
g0145_0004	g0145	NA	KfrA-N domain-containing protein	90	2	9	1	1	1	0	0	0	0	9	KfrA-N domain-containing protein(9)	NA(9)	852	861	860.00	16	4	pQBR103_00161		pQBR11d_00177	pQBR124_00160	pQBR4_00160	pQBR43_00160		pQBR47p_00160	pQBR49_00160	pQBR5_00160	pQBR50d_00160
g0134_0005	g0134	NA	DUF3800 domain-containing protein	95	2	9	1	1	1	0	0	0	0	9	DUF3800 domain-containing protein(9)	NA(9)	1152	1152	1152.00	16	5	pQBR103_00160		pQBR11d_00176	pQBR124_00159	pQBR4_00159	pQBR43_00159		pQBR47p_00159	pQBR49_00159	pQBR5_00159	pQBR50d_00159
g0111_0003	g0111	NA	Myb-like domain-containing protein	80	3	9	1	1	1	0	0	0	0	9	Myb-like domain-containing protein(9)	NA(9)	1437	1440	1437.33	16	6	pQBR103_00159		pQBR11d_00175	pQBR124_00158	pQBR4_00158	pQBR43_00158		pQBR47p_00158	pQBR49_00158	pQBR5_00158	pQBR50d_00158
g0620_0006	g0620	NA	hypothetical protein	98	1	9	1.89	1	2	0	8	0	8	17	hypothetical protein(17)	NA(17)	210	210	210.00	17	1	pQBR103_00110;pQBR103_00228		pQBR11d_00111;pQBR11d_00244	pQBR124_00109;pQBR124_00227	pQBR4_00109;pQBR4_00251	pQBR43_00109;pQBR43_00270		pQBR47p_00109	pQBR49_00109;pQBR49_00270	pQBR5_00109;pQBR5_00227	pQBR50d_00109;pQBR50d_00227
g0347_0006	g0347	tonB	TonB family protein	98	1	8	1	1	1	0	0	0	0	8	TonB family protein(8)	tonB(8)	741	741	741.00	18	1	pQBR103_00180		pQBR11d_00196	pQBR124_00179	pQBR4_00203	pQBR43_00222			pQBR49_00222	pQBR5_00179	pQBR50d_00179
g0424_0006	g0424	NA	Phage tail protein	98	1	8	1	1	1	0	0	0	0	8	Phage tail protein(8)	NA(8)	525	525	525.00	18	2	pQBR103_00181		pQBR11d_00197	pQBR124_00180	pQBR4_00204	pQBR43_00223			pQBR49_00223	pQBR5_00180	pQBR50d_00180
g0357_0006	g0357	NA	DNA-binding protein	98	1	8	1	1	1	0	0	0	0	8	DNA-binding protein(8)	NA(8)	702	702	702.00	18	3	pQBR103_00182		pQBR11d_00198	pQBR124_00181	pQBR4_00205	pQBR43_00224			pQBR49_00224	pQBR5_00181	pQBR50d_00181
g0312_0006	g0312	NA	Conserved hypothetical exported protein	98	1	8	1	1	1	0	0	0	0	8	Conserved hypothetical exported protein(8)	NA(8)	954	954	954.00	18	4	pQBR103_00183		pQBR11d_00199	pQBR124_00182	pQBR4_00206	pQBR43_00225			pQBR49_00225	pQBR5_00182	pQBR50d_00182
g0420_0006	g0420	NA	Putative transmembrane protein	98	1	8	1	1	1	0	0	0	0	8	Putative transmembrane protein(8)	NA(8)	531	531	531.00	18	5	pQBR103_00184		pQBR11d_00200	pQBR124_00183	pQBR4_00207	pQBR43_00226			pQBR49_00226	pQBR5_00183	pQBR50d_00183
g0639_0006	g0639	NA	ATPase	98	1	8	1	1	1	0	0	0	0	8	ATPase(8)	NA(8)	174	174	174.00	18	6	pQBR103_00185		pQBR11d_00201	pQBR124_00184	pQBR4_00208	pQBR43_00227			pQBR49_00227	pQBR5_00184	pQBR50d_00184
