allele_name	gene_family	consensus_gene_name	consensus_product	threshold	alleles_at_maximum_threshold	number_genomes	average_dose	min_dose	max_dose	genomes_containing_fissions	genomes_containing_duplications	number_fission_loci	number_duplicated_loci	no_loci	products	gene_names	min_length(bp)	max_length(bp)	average_length(bp)	cluster	cluster_order	pQBR103	pQBR106p	pQBR11d	pQBR124	pQBR4	pQBR43	pQBR44d	pQBR47p	pQBR49	pQBR5	pQBR50d	pQG1rel01	pQG1rel02	pQG1rel03	pQG1rel04	pQG1rel05	pQG1rel06	pQG1rel07	pQG1rel08	pQG1rel09
g0383_0005	g0383	NA	General stress protein 16U	95	2	2	1	1	1	0	0	0	0	2	General stress protein 16U(2)	NA(2)	1254	1257	1255.50	256	18															pQG1rel04_00142		pQG1rel06_00147			
g0618_0006	g0618	NA	ABC-type transport system involved in cytochrome c biogenesis%2C permease component	98	1	2	1	1	1	0	0	0	0	2	ABC-type transport system involved in cytochrome c biogenesis%2C permease component(2)	NA(2)	1260	1260	1260.00	256	19															pQG1rel04_00143		pQG1rel06_00148			
g0673_0006	g0673	NA	SH3b domain-containing protein	98	1	2	1	1	1	0	0	0	0	2	SH3b domain-containing protein(2)	NA(2)	858	858	858.00	256	20															pQG1rel04_00144		pQG1rel06_00149			
g0589_0006	g0589	NA	PKD domain-containing protein	98	1	2	1	1	1	0	0	0	0	2	PKD domain-containing protein(2)	NA(2)	1965	1965	1965.00	256	21															pQG1rel04_00145		pQG1rel06_00150			
g0623_0006	g0623	NA	Lipoprotein	98	1	2	1	1	1	0	0	0	0	2	Lipoprotein(2)	NA(2)	1212	1212	1212.00	256	22															pQG1rel04_00146		pQG1rel06_00151			
g0770_0006	g0770	NA	Lipoprotein	98	1	2	1	1	1	0	0	0	0	2	Lipoprotein(2)	NA(2)	477	477	477.00	256	23															pQG1rel04_00147		pQG1rel06_00152			
g0788_0006	g0788	NA	Lipoprotein	98	1	2	1	1	1	0	0	0	0	2	Lipoprotein(2)	NA(2)	426	426	426.00	256	24															pQG1rel04_00148		pQG1rel06_00153			
g0747_0006	g0747	NA	DUF1523 domain-containing protein	98	1	2	1	1	1	0	0	0	0	2	DUF1523 domain-containing protein(2)	NA(2)	543	543	543.00	256	25															pQG1rel04_00149		pQG1rel06_00154			
g0581_0006	g0581	NA	Tn3 family transposase	98	1	2	1	1	1	0	0	0	0	2	Tn3 family transposase(2)	NA(2)	3006	3006	3006.00	257	1					pQBR4_00198		pQBR44d_00160													
g0819_0006	g0819	tnpC	Tn3 family transposase post-transcriptional regulator TnpC	98	1	2	1	1	1	0	0	0	0	2	Tn3 family transposase post-transcriptional regulator TnpC(2)	tnpC(2)	363	363	363.00	257	2					pQBR4_00197		pQBR44d_00161													
g0862_0006	g0862	NA	Transposase	98	1	2	1	1	1	0	0	0	0	2	Transposase(2)	NA(2)	297	297	297.00	257	3					pQBR4_00196		pQBR44d_00162													
g0630_0006	g0630	mrdH	Ni(II)/Co(II) efflux transporter permease subunit MrdH	98	1	2	1	1	1	0	0	0	0	2	Ni(II)/Co(II) efflux transporter permease subunit MrdH(2)	mrdH(2)	1134	1134	1134.00	257	4					pQBR4_00195		pQBR44d_00163													
g0858_0006	g0858	mreA	metal-sensing transcriptional repressor MreA	98	1	2	1	1	1	0	0	0	0	2	metal-sensing transcriptional repressor MreA(2)	mreA(2)	306	306	306.00	257	5					pQBR4_00194		pQBR44d_00164													
g0822_0006	g0822	czcI	Cobalt-zinc-cadmium resistance protein CzcI	98	1	2	1	1	1	0	0	0	0	2	Cobalt-zinc-cadmium resistance protein CzcI(2)	czcI(2)	360	360	360.00	257	6					pQBR4_00193		pQBR44d_00165													
g0992_0006	g0992	NA	hypothetical protein	98	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	129	129	129.00	257	7					pQBR4_00192		pQBR44d_00166													
g0970_0006	g0970	NA	DUF3265 domain-containing protein	98	1	2	1	1	1	0	0	0	0	2	DUF3265 domain-containing protein(2)	NA(2)	174	174	174.00	257	8					pQBR4_00191		pQBR44d_00167													
g0641_0006	g0641	NA	hypothetical protein	98	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	1026	1026	1026.00	257	9					pQBR4_00190		pQBR44d_00168													
g0802_0006	g0802	NA	Diacylglycerol kinase	98	1	2	1	1	1	0	0	0	0	2	Diacylglycerol kinase(2)	NA(2)	396	396	396.00	257	10					pQBR4_00189		pQBR44d_00169													
g0595_0006	g0595	mdoB	Phosphoglycerol transferase MdoB/OpgB%2C AlkP superfamily	98	1	2	1	1	1	0	0	0	0	2	Phosphoglycerol transferase MdoB/OpgB%2C AlkP superfamily(2)	mdoB(2)	1653	1653	1653.00	257	11					pQBR4_00188		pQBR44d_00170													
g0853_0006	g0853	tnp	IS3 family ISPpu33 transposase ORF A	98	1	2	1	1	1	0	0	0	0	2	IS3 family ISPpu33 transposase ORF A(2)	tnp(2)	312	312	312.00	258	1					pQBR4_00186		pQBR44d_00172													
g0667_0006	g0667	tnp	IS3 family ISPpu33 transposase ORF B	98	1	2	1	1	1	0	0	0	0	2	IS3 family ISPpu33 transposase ORF B(2)	tnp(2)	906	906	906.00	258	2					pQBR4_00185		pQBR44d_00173													
g0756_0006	g0756	NA	hypothetical protein	98	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	507	507	507.00	258	3					pQBR4_00184		pQBR44d_00174													
g0854_0006	g0854	ykvA	DUF1232 domain-containing protein	98	1	2	1	1	1	0	0	0	0	2	DUF1232 domain-containing protein(2)	ykvA(2)	312	312	312.00	258	4					pQBR4_00183		pQBR44d_00175													
g0925_0006	g0925	NA	MFS domain-containing protein	98	1	2	1	1	1	0	0	0	0	2	MFS domain-containing protein(2)	NA(2)	237	237	237.00	258	5					pQBR4_00182		pQBR44d_00176													
g0653_0006	g0653	xerD	Site-specific recombinase XerD	98	1	2	1	1	1	0	0	0	0	2	Site-specific recombinase XerD(2)	xerD(2)	972	972	972.00	258	6					pQBR4_00181		pQBR44d_00177													
g0650_0006	g0650	NA	Tn4652 cointegrate resolution protein	98	1	2	1	1	1	0	0	0	0	2	Tn4652 cointegrate resolution protein(2)	NA(2)	999	999	999.00	258	7					pQBR4_00180		pQBR44d_00178													
g0715_0006	g0715	NA	Uncharacterized protein PA14_35840	98	1	2	1	1	1	0	0	0	0	2	Uncharacterized protein PA14_35840(2)	NA(2)	645	645	645.00	258	8					pQBR4_00179		pQBR44d_00179													
g0767_0006	g0767	NA	CHAD domain-containing protein	98	1	2	1	1	1	0	0	0	0	2	CHAD domain-containing protein(2)	NA(2)	480	480	480.00	258	9					pQBR4_00178		pQBR44d_00180													
g0975_0006	g0975	NA	ANTAR domain-containing protein	98	1	2	1	1	1	0	0	0	0	2	ANTAR domain-containing protein(2)	NA(2)	168	168	168.00	258	10					pQBR4_00177		pQBR44d_00181													
g0896_0006	g0896	NA	Peptidase-S9 domain-containing protein	98	1	2	1	1	1	0	0	0	0	2	Peptidase-S9 domain-containing protein(2)	NA(2)	264	264	264.00	259	1																pQG1rel05_00356		pQG1rel07_00356		
g0665_0006	g0665	NA	DUF4352 domain-containing protein	98	1	2	1	1	1	0	0	0	0	2	DUF4352 domain-containing protein(2)	NA(2)	909	909	909.00	259	2																pQG1rel05_00357		pQG1rel07_00357		
g0720_0006	g0720	NA	HEPN-RiboL-PSP domain-containing protein	98	1	2	1	1	1	0	0	0	0	2	HEPN-RiboL-PSP domain-containing protein(2)	NA(2)	636	636	636.00	259	3																pQG1rel05_00358		pQG1rel07_00358		
g0791_0006	g0791	NA	Glycosyltransferase	98	1	2	1	1	1	0	0	0	0	2	Glycosyltransferase(2)	NA(2)	420	420	420.00	259	4																pQG1rel05_00359		pQG1rel07_00359		
g0795_0006	g0795	NA	Transposase	98	1	2	1	1	1	0	0	0	0	2	Transposase(2)	NA(2)	411	411	411.00	259	5																pQG1rel05_00360		pQG1rel07_00360		
g0588_0006	g0588	NA	Site-specific recombinase%2C phage integrase family	98	1	2	1	1	1	0	0	0	0	2	Site-specific recombinase%2C phage integrase family(2)	NA(2)	2055	2055	2055.00	259	6																pQG1rel05_00361		pQG1rel07_00361		
g0591_0006	g0591	NA	Tyr recombinase domain-containing protein	98	1	2	1	1	1	0	0	0	0	2	Tyr recombinase domain-containing protein(2)	NA(2)	1929	1929	1929.00	259	7																pQG1rel05_00362		pQG1rel07_00362		
g0607_0006	g0607	NA	Site-specific integrase	98	1	2	1	1	1	0	0	0	0	2	Site-specific integrase(2)	NA(2)	1476	1476	1476.00	259	8																pQG1rel05_00363		pQG1rel07_00363		
g0961_0006	g0961	tilS	TilS domain-containing protein	98	1	2	1	1	1	0	0	0	0	2	TilS domain-containing protein(2)	tilS(2)	192	192	192.00	259	9																		pQG1rel07_00364		pQG1rel09_00356
g0945_0006	g0945	NA	BBS1 domain-containing protein	98	1	2	1	1	1	0	0	0	0	2	BBS1 domain-containing protein(2)	NA(2)	216	216	216.00	260	1													pQG1rel02_00165	pQG1rel03_00165						
g0610_0006	g0610	gmtY	gamma-mobile-trio recombinase GmtY	98	1	2	1	1	1	0	0	0	0	2	gamma-mobile-trio recombinase GmtY(2)	gmtY(2)	1401	1401	1401.00	260	2													pQG1rel02_00164	pQG1rel03_00164						
g0583_0006	g0583	NA	Integrase	98	1	2	1	1	1	0	0	0	0	2	Integrase(2)	NA(2)	2571	2571	2571.00	260	3													pQG1rel02_00163	pQG1rel03_00163						
g0711_0006	g0711	gmtX	gamma-mobile-trio protein GmtX	98	1	2	1	1	1	0	0	0	0	2	gamma-mobile-trio protein GmtX(2)	gmtX(2)	663	663	663.00	260	4													pQG1rel02_00162	pQG1rel03_00162						
g0598_0006	g0598	NA	HEPN-Apea domain-containing protein	98	1	2	1	1	1	0	0	0	0	2	HEPN-Apea domain-containing protein(2)	NA(2)	1581	1581	1581.00	260	5													pQG1rel02_00161	pQG1rel03_00161						
g0672_0006	g0672	NA	HEPN-AbiU2 domain-containing protein	98	1	2	1	1	1	0	0	0	0	2	HEPN-AbiU2 domain-containing protein(2)	NA(2)	879	879	879.00	260	6													pQG1rel02_00160	pQG1rel03_00160						
g0800_0006	g0800	NA	DUF2178 domain-containing protein	98	1	2	1	1	1	0	0	0	0	2	DUF2178 domain-containing protein(2)	NA(2)	405	405	405.00	260	7													pQG1rel02_00159	pQG1rel03_00159						
g0824_0006	g0824	NA	Phasin-2 domain-containing protein	98	1	2	1	1	1	0	0	0	0	2	Phasin-2 domain-containing protein(2)	NA(2)	360	360	360.00	260	8													pQG1rel02_00158	pQG1rel03_00158						
g0794_0006	g0794	NA	Phage protein	98	1	2	1	1	1	0	0	0	0	2	Phage protein(2)	NA(2)	414	414	414.00	261	1													pQG1rel02_00152	pQG1rel03_00152						
g0904_0006	g0904	rsbW	RsbW family anti-anti-sigma factor	98	1	2	1	1	1	0	0	0	0	2	RsbW family anti-anti-sigma factor(2)	rsbW(2)	261	261	261.00	261	2													pQG1rel02_00151	pQG1rel03_00151						
g0944_0006	g0944	NA	Leucyl/phenylalanyl-tRNA--protein transferase	98	1	2	1	1	1	0	0	0	0	2	Leucyl/phenylalanyl-tRNA--protein transferase(2)	NA(2)	216	216	216.00	261	3													pQG1rel02_00150	pQG1rel03_00150						
g0706_0006	g0706	NA	N-acetyltransferase domain-containing protein	98	1	2	1	1	1	0	0	0	0	2	N-acetyltransferase domain-containing protein(2)	NA(2)	672	672	672.00	261	4													pQG1rel02_00149	pQG1rel03_00149						
g0947_0006	g0947	NA	Phage protein	98	1	2	1	1	1	0	0	0	0	2	Phage protein(2)	NA(2)	213	213	213.00	261	5													pQG1rel02_00148	pQG1rel03_00148						
g0873_0006	g0873	NA	hypothetical protein	98	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	285	285	285.00	261	6													pQG1rel02_00147	pQG1rel03_00147						
g0966_0006	g0966	NA	Secreted protein	98	1	2	1	1	1	0	0	0	0	2	Secreted protein(2)	NA(2)	183	183	183.00	262	1													pQG1rel02_00156	pQG1rel03_00156						
g0776_0006	g0776	NA	Rhs family protein	98	1	2	1	1	1	0	0	0	0	2	Rhs family protein(2)	NA(2)	465	465	465.00	262	2													pQG1rel02_00155	pQG1rel03_00155						
g0847_0006	g0847	NA	Holin-X%2C holin superfamily III	98	1	2	1	1	1	0	0	0	0	2	Holin-X%2C holin superfamily III(2)	NA(2)	333	333	333.00	262	3													pQG1rel02_00154	pQG1rel03_00154						
g0475_0006	g0475	NA	DUF2513 domain-containing protein	98	1	2	1	1	1	0	0	0	0	2	DUF2513 domain-containing protein(1):Histidine kinase(1)	NA(2)	231	477	354.00	263	1															pQG1rel04_00114		pQG1rel06_00111			
g0634_0006	g0634	NA	AbiJ-NTD5 domain-containing protein	98	1	2	1	1	1	0	0	0	0	2	AbiJ-NTD5 domain-containing protein(2)	NA(2)	1092	1092	1092.00	263	2															pQG1rel04_00115		pQG1rel06_00123			
g0913_0006	g0913	NA	Histidine kinase	98	1	2	1	1	1	0	0	0	0	2	Histidine kinase(2)	NA(2)	246	246	246.00	263	3															pQG1rel04_00116		pQG1rel06_00124			
g0940_0006	g0940	gntR	GntR family transcriptional regulator	98	1	2	1	1	1	0	0	0	0	2	GntR family transcriptional regulator(2)	gntR(2)	219	219	219.00	264	1													pQG1rel02_00195	pQG1rel03_00195						
g0038_2_0023	g0038_2	NA	BPH-2 domain-containing protein	98	1	2	1	1	1	0	0	0	0	2	BPH-2 domain-containing protein(2)	NA(2)	531	531	531.00	264	2													pQG1rel02_00196	pQG1rel03_00196						
g0884_0006	g0884	NA	HTH domain-containing protein	98	1	2	1	1	1	0	0	0	0	2	HTH domain-containing protein(2)	NA(2)	276	276	276.00	265	1													pQG1rel02_00179	pQG1rel03_00179						
g0946_0006	g0946	NA	Methyltransferase	98	1	2	1	1	1	0	0	0	0	2	Methyltransferase(2)	NA(2)	216	216	216.00	265	2													pQG1rel02_00180	pQG1rel03_00180						
g0367_0003	g0367	tniA	TniA protein	80	2	2	1	1	1	0	0	0	0	2	TniA protein(1):TniA(1)	tniA(2)	1680	1680	1680.00	266	1															pQG1rel04_00210		pQG1rel06_00230			
g0400_0005	g0400	tniB	TniB family NTP-binding protein	95	2	2	1	1	1	0	0	0	0	2	TniB family NTP-binding protein(1):Putative ATP-binding protein(1)	tniB(1):NA(1)	909	1044	976.50	266	2															pQG1rel04_00211		pQG1rel06_00229			
g0836_0006	g0836	traX	TraX protein	98	1	2	1	1	1	0	0	0	0	2	TraX protein(2)	traX(2)	348	348	348.00	267	1													pQG1rel02_00198	pQG1rel03_00198						
g0967_0006	g0967	NA	hypothetical protein	98	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	180	180	180.00	267	2													pQG1rel02_00199	pQG1rel03_00199						
g0856_0006	g0856	NA	Transposase	98	1	2	1	1	1	0	0	0	0	2	Transposase(2)	NA(2)	309	309	309.00	268	1													pQG1rel02_00341	pQG1rel03_00341						
g0707_0006	g0707	tnp	IS3 family ISPsy24 transposase	98	1	2	1	1	1	0	0	0	0	2	IS3 family ISPsy24 transposase(2)	tnp(2)	672	672	672.00	268	2													pQG1rel02_00340	pQG1rel03_00340						
g0974_0006	g0974	NA	hypothetical protein	98	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	171	171	171.00	269	1													pQG1rel02_00204	pQG1rel03_00204						
g0954_0006	g0954	NA	hypothetical protein	98	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	198	198	198.00	270	1													pQG1rel02_00002	pQG1rel03_00002						
g0890_0006	g0890	NA	hypothetical protein	98	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	270	270	270.00	271	1													pQG1rel02_00131	pQG1rel03_00131						
g0678_0006	g0678	NA	TIR-like domain-containing protein	98	1	2	2	2	2	0	2	0	2	4	TIR-like domain-containing protein(4)	NA(4)	843	843	843.00	272	1													pQG1rel02_00174;pQG1rel02_00427	pQG1rel03_00174;pQG1rel03_00427						
g0741_0006	g0741	tnsA	TnsA endonuclease N-terminal domain-containing protein	98	1	2	2	2	2	0	2	0	2	4	TnsA endonuclease N-terminal domain-containing protein(4)	tnsA(4)	552	552	552.00	273	1													pQG1rel02_00317;pQG1rel02_00468	pQG1rel03_00317;pQG1rel03_00468						
g0879_0006	g0879	NA	hypothetical protein	98	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	279	279	279.00	274	1													pQG1rel02_00119	pQG1rel03_00119						
g0738_0006	g0738	NA	Transcriptional regulator	98	1	2	2	2	2	0	2	0	2	4	Transcriptional regulator(4)	NA(4)	567	567	567.00	275	1													pQG1rel02_00172;pQG1rel02_00429	pQG1rel03_00172;pQG1rel03_00429						
g0985_0006	g0985	NA	hypothetical protein	98	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	150	150	150.00	276	1															pQG1rel04_00187		pQG1rel06_00189			
g0891_0006	g0891	prtN	Pyocin activator protein PrtN	98	1	2	2	2	2	0	2	0	2	4	Pyocin activator protein PrtN(4)	prtN(4)	270	270	270.00	277	1													pQG1rel02_00167;pQG1rel02_00435	pQG1rel03_00167;pQG1rel03_00435						
g0941_0006	g0941	NA	hypothetical protein	98	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	219	219	219.00	278	1													pQG1rel02_00224	pQG1rel03_00224						
g0360_0004	g0360	NA	PGG domain-containing protein	90	2	2	1	1	1	0	0	0	0	2	PGG domain-containing protein(2)	NA(2)	1881	1890	1885.50	279	1																	pQG1rel06_00329		pQG1rel08_00337	
g0108_1_0004	g0108_1	spoIVCA	recombinase family protein	70	2	2	1	1	1	0	0	0	0	2	recombinase family protein(1):Site-specific DNA recombinase SpoIVCA/DNA invertase PinE(1)	spoIVCA(1):NA(1)	285	615	450.00	280	1															pQG1rel04_00213		pQG1rel06_00226			
g0982_0006	g0982	NA	hypothetical protein	98	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	153	153	153.00	281	1													pQG1rel02_00279	pQG1rel03_00279						
g0865_0006	g0865	NA	Type III effector	98	1	2	2	2	2	0	2	0	2	4	Type III effector(4)	NA(4)	297	297	297.00	282	1													pQG1rel02_00318;pQG1rel02_00469	pQG1rel03_00318;pQG1rel03_00469						
g0771_0006	g0771	NA	DUF2628 domain-containing protein	98	1	2	1	1	1	0	0	0	0	2	DUF2628 domain-containing protein(2)	NA(2)	477	477	477.00	283	1													pQG1rel02_00184	pQG1rel03_00184						
g0693_0006	g0693	istB	IS21-like element helper ATPase IstB	98	1	2	2	2	2	0	2	0	2	4	IS21-like element helper ATPase IstB(4)	istB(4)	747	747	747.00	284	1													pQG1rel02_00169;pQG1rel02_00433	pQG1rel03_00169;pQG1rel03_00433						
g0830_0006	g0830	NA	hypothetical protein	98	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	354	354	354.00	285	1													pQG1rel02_00449	pQG1rel03_00449						
g0751_0006	g0751	NA	Coat protein	98	1	2	1	1	1	0	0	0	0	2	Coat protein(2)	NA(2)	531	531	531.00	286	1															pQG1rel04_00428		pQG1rel06_00364			
g0575_0004	g0575	NA	hypothetical protein	90	2	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	165	165	165.00	287	1																	pQG1rel06_00432		pQG1rel08_00431	
g0600_0006	g0600	istA	IS21 family transposase	98	1	2	2	2	2	0	2	0	2	4	IS21 family transposase(4)	istA(4)	1551	1551	1551.00	288	1													pQG1rel02_00168;pQG1rel02_00434	pQG1rel03_00168;pQG1rel03_00434						
g0132_2	g0132_2	merR	mercury resistance transcriptional regulator MerR	50	3	2	1.50	1	2	0	1	0	1	3	mercury resistance transcriptional regulator MerR(2):Hg(II)-responsive transcriptional regulator(1)	merR(3)	399	435	423.00	289	1															pQG1rel04_00220;pQG1rel04_00259		pQG1rel06_00236			
g0212_2_0015	g0212_2	tnp	IS5 family ISPsy46 transposase	98	1	2	1	1	1	0	0	0	0	2	IS5 family ISPsy46 transposase(2)	tnp(2)	978	978	978.00	290	1													pQG1rel02_00399	pQG1rel03_00399						
g0759_0006	g0759	NA	GNAT family N-acetyltransferase	98	1	2	2	2	2	0	2	0	2	4	GNAT family N-acetyltransferase(4)	NA(4)	501	501	501.00	291	1													pQG1rel02_00171;pQG1rel02_00430	pQG1rel03_00171;pQG1rel03_00430						
g0929_0006	g0929	NA	hypothetical protein	98	1	2	2	2	2	0	2	0	2	4	hypothetical protein(4)	NA(4)	237	237	237.00	292	1													pQG1rel02_00173;pQG1rel02_00428	pQG1rel03_00173;pQG1rel03_00428						
g0180_0002	g0180	tnpA	Tn3 family transposase	70	2	2	1.50	1	2	0	1	0	1	3	Tn3 family transposase(2):Tn3-like element TnAs1 family transposase(1)	NA(2):tnpA(1)	1821	2970	2586.00	293	1															pQG1rel04_00226		pQG1rel06_00244;pQG1rel06_00249			
g0164_2	g0164_2	merP	mercury resistance system periplasmic binding protein MerP	50	3	2	1.50	1	2	0	1	0	1	3	mercury resistance system periplasmic binding protein MerP(3)	merP(3)	276	276	276.00	294	1															pQG1rel04_00218;pQG1rel04_00257		pQG1rel06_00234			
g0920_0006	g0920	NA	hypothetical protein	98	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	243	243	243.00	295	1													pQG1rel02_00212	pQG1rel03_00212						
g0969_0006	g0969	NA	DUF3800 domain-containing protein	98	1	2	2	2	2	0	2	0	2	4	DUF3800 domain-containing protein(4)	NA(4)	177	177	177.00	296	1													pQG1rel02_00319;pQG1rel02_00470	pQG1rel03_00319;pQG1rel03_00470						
g0885_0006	g0885	NA	hypothetical protein	98	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	276	276	276.00	297	1													pQG1rel02_00220	pQG1rel03_00220						
g0951_0006	g0951	NA	Transposase	98	1	2	1	1	1	0	0	0	0	2	Transposase(2)	NA(2)	204	204	204.00	298	1															pQG1rel04_00440		pQG1rel06_00375			
g0864_0006	g0864	NA	hypothetical protein	98	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	297	297	297.00	299	1															pQG1rel04_00317		pQG1rel06_00242			
g0990_0006	g0990	NA	hypothetical protein	98	1	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	135	135	135.00	300	1													pQG1rel02_00125	pQG1rel03_00125						
g0635_0006	g0635	NA	Clr5 domain-containing protein	98	1	2	2	2	2	0	2	0	2	4	Clr5 domain-containing protein(4)	NA(4)	1077	1077	1077.00	301	1													pQG1rel02_00166;pQG1rel02_00436	pQG1rel03_00166;pQG1rel03_00436						
g0777_0006	g0777	NA	Fis family transcriptional regulator	98	1	1	1	1	1	0	0	0	0	1	Fis family transcriptional regulator(1)	NA(1)	465	465	465.00	302	1									pQBR49_00577											
g0778_0006	g0778	NA	Nicotinamide-nucleotide adenylyltransferase	98	1	1	1	1	1	0	0	0	0	1	Nicotinamide-nucleotide adenylyltransferase(1)	NA(1)	465	465	465.00	302	2									pQBR49_00578											
g0026_3_0019	g0026_3	NA	NAD-dependent protein deacylase	98	1	1	1	1	1	0	0	0	0	1	NAD-dependent protein deacylase(1)	NA(1)	837	837	837.00	302	3									pQBR49_00579											
g0752_0006	g0752	NA	Alpha-E domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	Alpha-E domain-containing protein(1)	NA(1)	531	531	531.00	302	4									pQBR49_00580											
g0640_0006	g0640	NA	DUF5677 domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	DUF5677 domain-containing protein(1)	NA(1)	1032	1032	1032.00	302	5									pQBR49_00581											
g0697_0006	g0697	NA	Methyltransf-12 domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	Methyltransf-12 domain-containing protein(1)	NA(1)	714	714	714.00	302	6									pQBR49_00582											
g0910_0006	g0910	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	249	249	249.00	302	7									pQBR49_00583											
g0599_0006	g0599	dnaJ	Molecular chaperone DnaJ	98	1	1	1	1	1	0	0	0	0	1	Molecular chaperone DnaJ(1)	dnaJ(1)	1569	1569	1569.00	302	8									pQBR49_00584											
g0646_0006	g0646	NA	DUF3829 domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	DUF3829 domain-containing protein(1)	NA(1)	1014	1014	1014.00	302	9									pQBR49_00585											
g0988_0006	g0988	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	138	138	138.00	302	10									pQBR49_00586											
g0898_0006	g0898	NA	DUF1801 domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	DUF1801 domain-containing protein(1)	NA(1)	264	264	264.00	302	11									pQBR49_00587											
g0905_0006	g0905	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	261	261	261.00	302	12									pQBR49_00588											
g0930_0006	g0930	NA	Lipoprotein	98	1	1	1	1	1	0	0	0	0	1	Lipoprotein(1)	NA(1)	237	237	237.00	302	13									pQBR49_00589											
g0827_0006	g0827	NA	Peptidase A1 domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	Peptidase A1 domain-containing protein(1)	NA(1)	357	357	357.00	302	14									pQBR49_00590											
g0874_0006	g0874	NA	Similarity	98	1	1	1	1	1	0	0	0	0	1	Similarity(1)	NA(1)	285	285	285.00	302	15									pQBR49_00591											
g0867_0006	g0867	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	291	291	291.00	302	16									pQBR49_00593											
g0729_0006	g0729	NA	Serine hydrolase family protein	98	1	1	1	1	1	0	0	0	0	1	Serine hydrolase family protein(1)	NA(1)	609	609	609.00	302	17									pQBR49_00595											
g0719_0006	g0719	NA	KstR2_1 protein	98	1	1	1	1	1	0	0	0	0	1	KstR2_1 protein(1)	NA(1)	639	639	639.00	302	18									pQBR49_00596											
g0601_0006	g0601	NA	MFS transporter	98	1	1	1	1	1	0	0	0	0	1	MFS transporter(1)	NA(1)	1551	1551	1551.00	302	19									pQBR49_00597											
g0857_0006	g0857	NA	QslA-E domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	QslA-E domain-containing protein(1)	NA(1)	309	309	309.00	302	20									pQBR49_00599											
g0643_0006	g0643	araC	Transcriptional regulator%2C AraC family	98	1	1	1	1	1	0	0	0	0	1	Transcriptional regulator%2C AraC family(1)	araC(1)	1023	1023	1023.00	302	21									pQBR49_00600											
g0594_0006	g0594	alkJ	Alcohol dehydrogenase AlkJ	98	1	1	1	1	1	0	0	0	0	1	Alcohol dehydrogenase AlkJ(1)	alkJ(1)	1662	1662	1662.00	302	22									pQBR49_00601											
g0584_0006	g0584	NA	Putative flavoprotein involved in K+ transport	98	1	1	1	1	1	0	0	0	0	1	Putative flavoprotein involved in K+ transport(1)	NA(1)	2433	2433	2433.00	302	23									pQBR49_00602											
g0676_0006	g0676	NA	Oxidoreductase%2C short chain dehydrogenase/reductase family	98	1	1	1	1	1	0	0	0	0	1	Oxidoreductase%2C short chain dehydrogenase/reductase family(1)	NA(1)	846	846	846.00	302	24									pQBR49_00603											
g0730_0006	g0730	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	606	606	606.00	302	25									pQBR49_00604											
g0855_0006	g0855	NA	Phage protein	98	1	1	1	1	1	0	0	0	0	1	Phage protein(1)	NA(1)	312	312	312.00	302	26									pQBR49_00605											
g0725_0006	g0725	xerC	Site-specific recombinase XerC	98	1	1	1	1	1	0	0	0	0	1	Site-specific recombinase XerC(1)	xerC(1)	621	621	621.00	302	27									pQBR49_00606											
